,character,move_name,damage,scaling_effect,scaling_for_hit,scaling_after_modifiers,scaled_damage,summed_damage
0,ANNIE,2LK,250.0,,1.0,1.0,250.0,250.0
1,ANNIE,2MK,575.0,,1.0,1.0,575.0,825.0
2,ANNIE,5HK,950.0,,1.0,1.0,950.0,1775.0
3,ANNIE,JLP,250.0,,0.875,0.875,218.0,1993.0
4,ANNIE,JLK,300.0,,0.765625,0.765625,229.0,2222.0
5,ANNIE,JMP,250.0,,0.669921875,0.669921875,167.0,2389.0
6,ANNIE,JMP,250.0,,0.586181640625,0.586181640625,146.0,2535.0
7,ANNIE,JMP,250.0,,0.512908935546875,0.512908935546875,128.0,2663.0
8,ANNIE,JMP,250.0,,0.4487953186035156,0.4487953186035156,112.0,2775.0
9,ANNIE,RE ENTRY,300.0,,0.39269590377807617,0.39269590377807617,117.0,2892.0
10,ANNIE,RE ENTRY X2,400.0,,0.34360891580581665,0.34360891580581665,137.0,3029.0
11,ANNIE,ADC,,,,,,
12,ANNIE,JMP,250.0,,0.30065780133008957,0.30065780133008957,75.0,3104.0
13,ANNIE,JMP,250.0,,0.2630755761638284,0.2630755761638284,65.0,3169.0
14,ANNIE,JMP,250.0,,0.23019112914334983,0.23019112914334983,57.0,3226.0
15,ANNIE,JMP,250.0,,0.2014172380004311,0.2014172380004311,50.0,3276.0
16,ANNIE,RESTAND,,,,,,
17,ANNIE,5LK,200.0,,0.2,0.2,40.0,3316.0
18,ANNIE,5LK,200.0,,0.2,0.2,40.0,3356.0
19,ANNIE,5LK,300.0,,0.2,0.2,60.0,3416.0
20,ANNIE,2MP,600.0,,0.2,0.2,120.0,3536.0
21,ANNIE,5MK,400.0,,0.2,0.2,80.0,3616.0
22,ANNIE,5MK X2,500.0,,0.2,0.2,100.0,3716.0
23,ANNIE,5HP,700.0,,0.2,0.2,140.0,3856.0
24,ANNIE,H NORTH KNUCKLE,650.0,,0.2,0.2,130.0,3986.0
25,ANNIE,H NORTH KNUCKLE FOLLOWUP,900.0,,0.2,0.2,180.0,4166.0
26,ANNIE,SAGAN BEAM,250.0,,0.2,0.2,50.0,4216.0
27,ANNIE,SAGAN BEAM,250.0,,0.2,0.2,50.0,4266.0
28,ANNIE,SAGAN BEAM,250.0,,0.2,0.2,50.0,4316.0
29,ANNIE,SAGAN BEAM,250.0,,0.2,0.2,50.0,4366.0
30,ANNIE,SAGAN BEAM,250.0,,0.2,0.2,50.0,4416.0
31,ANNIE,SAGAN BEAM,250.0,,0.2,0.2,50.0,4466.0
32,ANNIE,SAGAN BEAM,250.0,,0.2,0.2,50.0,4516.0
33,ANNIE,SAGAN BEAM,250.0,,0.2,0.2,50.0,4566.0
34,ANNIE,SAGAN BEAM,250.0,,0.2,0.2,50.0,4616.0
35,ANNIE,SAGAN BEAM,250.0,,0.2,0.2,50.0,4666.0
36,ANNIE,SAGAN BEAM,250.0,,0.2,0.2,50.0,4716.0
37,ANNIE,SAGAN BEAM,250.0,,0.2,0.2,50.0,4766.0
38,ANNIE,SAGAN BEAM,250.0,,0.2,0.2,50.0,4816.0
39,ANNIE,SAGAN BEAM,250.0,,0.2,0.2,50.0,4866.0
40,ANNIE,SAGAN BEAM,250.0,,0.2,0.2,50.0,4916.0
41,ANNIE,SAGAN BEAM,250.0,,0.2,0.2,50.0,4966.0
42,ANNIE,SAGAN BEAM,250.0,,0.2,0.2,50.0,5016.0
43,ANNIE,SAGAN BEAM,250.0,,0.2,0.2,50.0,5066.0
44,ANNIE,SAGAN BEAM,250.0,,0.2,0.2,50.0,5116.0
45,ANNIE,SAGAN BEAM,250.0,,0.2,0.2,50.0,5166.0
46,ANNIE,SAGAN BEAM,250.0,,0.2,0.2,50.0,5216.0
47,ANNIE,SAGAN BEAM,250.0,,0.2,0.2,50.0,5266.0
48,ANNIE,SAGAN BEAM,250.0,,0.2,0.2,50.0,5316.0
