,alt_names,guard,properties,damage,scaling,chip_damage,meter_on_hit,meter_on_whiff,on_hit_adv,on_hit_effect,on_block_adv,startup,active,recovery,hitstun,blockstun,hitstop,blockstop,super_hitstop,on_pushblock,footer,thumbnail_url,footer_url,move_category,undizzy,scaling_for_hit,scaling_after_modifiers,character,move_name,scaled_damage,summed_damage
0,MACRO_2LK,['Low'],['-'],250,,,['2.5'],,2,,0 ,['7'],['3'],['15'],['19'],['17'],['7'],,,"['9', '25']",,https://wiki.gbl.gg/images/d/d7/SG_ann_clk_hb.png,https://wiki.gbl.gg/images/4/4e/SG_ann_clk_fd.png,LIGHT_NORMAL,15.0,1.0,1.0,ANNIE,2LK,250.0,250.0
1,MACRO_2MK,['Low'],['-'],575,,,['7.5'],,-2,,-6 ,['14'],['3'],['22'],['22'],['18'],['9'],,,"['2', '19']",,https://wiki.gbl.gg/images/7/77/SG_ann_cmk_hb.png,https://wiki.gbl.gg/images/0/0e/SG_ann_cmk_fd.png,MEDIUM_NORMAL,20.0,1.0,1.0,ANNIE,2MK,575.0,825.0
2,MACRO_5HK,['Mid'],['Launcher'],950,,,['10'],,-3,,-14 ,['17'],['6'],['28'],['30'],['19'],['14'],['10'],,"['-11', '-6']","- Main combo tool with H DP in the corner.- During install, the star projectile will whiff on most crouching opponents when up close so the block advantage will stay -14.",https://wiki.gbl.gg/images/2/28/SG_ann_shk_hb.png,https://wiki.gbl.gg/images/8/87/SG_ann_shk_fd.png,HEAVY_NORMAL,30.0,1.0,1.0,ANNIE,5HK,950.0,1775.0
3,MACRO_JLP,['High'],['-'],250,,,['2.5'],,12,,14,['7'],['3'],['7'],['21'],['24'],['7'],,,['-'],,https://wiki.gbl.gg/images/0/0d/SG_ann_jlp_hb.png,https://wiki.gbl.gg/images/9/9c/SG_ann_jlp_fd.png,LIGHT_NORMAL,15.0,0.875,0.875,ANNIE,JLP,218.0,1993.0
4,MACRO_JLK,['High'],['-'],300,,,['2.5'],,9,,12,['8'],['3'],['8'],['19'],['22'],['7'],,,['-'],,https://wiki.gbl.gg/images/f/f0/SG_ann_jlk_hb.png,https://wiki.gbl.gg/images/f/fd/SG_ann_jlk_fd.png,LIGHT_NORMAL,15.0,0.765625,0.765625,ANNIE,JLK,229.0,2222.0
5,MACRO_JMP,['High'],['-'],250,,,"['2', '2', '2', '2']",,16,,7,['15'],"['1', '2', '3', '3']",['11'],"['25', '25', '25', '25']","['18', '18', '18', '18']","['3', '3', '3', '3']",,,['-'],,https://wiki.gbl.gg/images/e/e4/SG_ann_jmp_hb.png,https://wiki.gbl.gg/images/c/cc/SG_ann_jmp_fd.png,MEDIUM_NORMAL,20.0,0.669921875,0.669921875,ANNIE,JMP,167.0,2389.0
6,MACRO_JMP,['High'],['-'],250,,,"['2', '2', '2', '2']",,16,,7,['15'],"['1', '2', '3', '3']",['11'],"['25', '25', '25', '25']","['18', '18', '18', '18']","['3', '3', '3', '3']",,,['-'],,https://wiki.gbl.gg/images/e/e4/SG_ann_jmp_hb.png,https://wiki.gbl.gg/images/c/cc/SG_ann_jmp_fd.png,MEDIUM_NORMAL,20.0,0.586181640625,0.586181640625,ANNIE,JMP,146.0,2535.0
7,MACRO_JMP,['High'],['-'],250,,,"['2', '2', '2', '2']",,16,,7,['15'],"['1', '2', '3', '3']",['11'],"['25', '25', '25', '25']","['18', '18', '18', '18']","['3', '3', '3', '3']",,,['-'],,https://wiki.gbl.gg/images/e/e4/SG_ann_jmp_hb.png,https://wiki.gbl.gg/images/c/cc/SG_ann_jmp_fd.png,MEDIUM_NORMAL,20.0,0.512908935546875,0.512908935546875,ANNIE,JMP,128.0,2663.0
8,MACRO_JMP,['High'],['-'],250,,,"['2', '2', '2', '2']",,16,,7,['15'],"['1', '2', '3', '3']",['11'],"['25', '25', '25', '25']","['18', '18', '18', '18']","['3', '3', '3', '3']",,,['-'],,https://wiki.gbl.gg/images/e/e4/SG_ann_jmp_hb.png,https://wiki.gbl.gg/images/c/cc/SG_ann_jmp_fd.png,MEDIUM_NORMAL,20.0,0.4487953186035156,0.4487953186035156,ANNIE,JMP,112.0,2775.0
9,"MACRO_J236K
RE-ENTRY
RE-ENTRY X1
RE ENTRY X1
DIVEKICK X1
DIVEKICK",['Mid'],['-'],300,,['100'],[' 7.5'],['2.5'],11,,-5,['15'],['Until ground'],['24'],['33'],['20'],['13'],['10'],,['-'],"- Annie does up to three divekicks, with the strength determining the angle of her dive.- L versions dives at a 30° angle, M at a 45° angle, and H at a 50° angle (rough estimates).- Not a rekka and will do the next followup in the chain. After the second dive, only the third dive will happen afterwards.- See also RE ENTRY X2, RE ENTRY X3.",https://wiki.gbl.gg/images/6/63/SG_ann_jqcfk_hb.png,https://wiki.gbl.gg/images/6/6c/SG_ann_jqcfkx1_fd.png,SPECIAL_MOVE,20.0,0.39269590377807617,0.39269590377807617,ANNIE,RE ENTRY,117.0,2892.0
